Text,Class
Mrs=2E Jumai Abdul Azad=2EDear Sir=2CPlease Be My Investor Trustee=2EI wish to write you pleading with you to be my Investor trustee over$12=2C500=2C000=2E00 million=2E My late Husband was a rich oil Contractor in SouthAfrica=2C But before  his  death in July 29th 1999=2E He deposited the sum of=28$$12=2C500=2C000=2E00=29 USD in a safe keeping company in Europe through DebtReconciliation Committee =28DRC=29=2EThe money which he made from oil contract and he left an instruction  withthe =28DRC=29 to release the money to me his wife and his son Abdul who at that time was studying=2C that an Investor  should accompany us before the$12=2C500=2C000=2E00 Million will be released to us for proper investment=2C andalso for the welfare of the children which he left behind for me=2EI plead with you to accept to help me and act as my investor trustee tomanage the $12=2C500=2C000=2E00 Million for me=2E We can both arrange on how toinvest  this money into your company=2E We have agreed to give you 30% of the $12=2C500=2C000=2E00 Million for your own assistance=2C 5% for any expenses that may occure during the process=2EAll the relevant documents shall be forwarded to you upon your  indications to assist me in this project=2E May the Almighty God bless you=2C if you will of trust and faithful to  assist  me=2E Please contact me on the above e-mail address or my Son Abdul on his  e-mail address =28ali=5Fsyed1=40sify=2Ecom=29 for more Informations=2ELooking forward to hearing from you=2ESincerely Yours=2CMrs=2E Jumai Abdul Azad=2E,1
Thx. Can we talk tonight?,0
Thx. Ops is trying to reach him. I spoke w Condi.,0
"FROM THE DESK OF:DR.LESTER WALLACE(PH.D)INTERCONTINENTAL BANK PLC,PLOT 23,AHMADU BELLO WAYLAGOS-NIGERIA.   Greetings,I am a senior Accountant in my Bank also accounting officer to Mr Daniel , a national of your country, who worked with the Chevron Plc in Nigeria. On the 21st of April 2004, my customer, his wife and their two children were involved in auto-crash along the ever-busy Sagumu-Ibadan High Way. All occupants of the vehicle unfortunately lost their lives. Since then, the Board of Directors of my Bank have made several enquires to their embassy to locate any of my customer's extended relations but to no avail. Hence the needs to contact you is to present you as the next of kin at the bank and claim this fund, since you both share the same family name. I have contacted you to assist in repatriating the money and Property left behind by my client before they get Confiscated or declared unserviceable by the bank where this Huge deposits of US$20M was lodged. The Bank has published several Notices for the Next of Kin of the deceased to apply for collection of this Fund or have the account confiscated within a short Period of time. Since I have been unsuccessful in locating the relatives for over 3 years now I seek your consent to present you as the Next of kin of the deceased,hence two of you share the same family name, so that the proceeds of this Account valued at US$20 million dollars can be paid to you and Then you and me can share the money, 60% to me and 40% to you. I have all necessary legal documents that can be used to backup any claim we may make. All I require is your honest cooperation to enable this deal through. I guarantee that this will be executed under a legitimate Arrangement that will protect you from any breach of the Law. Please get in touch with my email at:leswal27@yahoo.comBest regards,DR.LESTER WALLACE,SENIOR ACCOUNTANTINTERCONTINENTAL BANK  PLC.",1
Thx.,0
"Dear Friend,                Confidencial and top secretI know that this mail will come to you as a surprise. I am the bill and exchange manager in Bank of Africa. I Hoped that you will not expose or betray this trust and confident that i am about to repose on you for the  mutual benefit of our both families.We need your urgent assistance in transferring the sum of $11.3million immediately to your account.The money  has been dormant for may years in our Bank here without any body coming for it.We want to release the money to you as the nearest person to our deceased customer(the owner of the account)who died a long with his supposed  next of kin in an air crash since July 2000.We don't want the money to go into our Bank treasury as an abandoned fund. So this is the reason why i contacted you, so that my bank will release the money to you as the nearest person to the deceased cutomer.Please we would like you to keep this proposal as a top secret and delete if you are not interested.Upon receipt of your reply, i will send you full details on how the business will be executed and also note that you will have 25% of the above mentioned sum if you agree to transact the business with us.DR ISMAILA USMANBank Of Africa,Burkina Faso-West Africa_________________________________________________________________Don't just search. Find. Check out the new MSN Search! http://search.msn.com/",1
Importance: HighFYI- - —,0
Got it. It's on my list to track down today.,0
"</EM><A href=3D""mailto:jenniferleary25@aim.com""><EM>jenniferleary25@aim.com</EM></A></P><P><EM></EM>&nbsp;</P></BODY></HTML>------_PartID_916468795163211--",1
"FROM:MR.SESAY MASSAQUOEDEAR FRIEND,THROUGH THE COURTESY OF BUSINESS OPPORTUNITY, I TAKE LIBERTY ANCHORED ON A STRONG DESIRE TO SOLICIT YOUR ASSISTANCE ON THIS MUTUALLY BENEFICIAL AND RISKFREE TRANSACTION WHICH I HOPE YOU WILL GIVE YOUR URGENT ATTENTION.I AM MR.SESAY MASSAQUOE  I AM MOVED TO WRITE YOU THIS LETTER ,THIS WAS IN CONFIDENCE CONSIDERING OUR PRESENT CIRCUMSTANCE AND SITUATION.I ESCAPED WITH MY WIFE AND CHILDREN  OUT OF SIERRA LEONE TO GHANA WHERE WE  ARE PRESENTLY RESIDING  ON TEMPORARY POLITICAL ASYLUM.HOWEVER DUE TO THIS SITUATION I DECIDED TO CHANGE MOST OF MY BILLIONS OF DOLLARS DEPOSITED IN SWISS BANK AND OTHER COUNTRIES INTO OTHER FORMS OF MONEY CODED FOR SAFE PURPOSE BECAUSE THE NEW HEAD OF STATES  AHMED TIJJAN KABBA MADE ARRANGEMENTS WITH THE SWISS GOVERNMENT AND OTHER EUROPEAN COUNTRIES TO FREEZE ALL MY TREASURES DEPOSITED IN SOME EUROPEAN COUNTRIES,HENCE I AND MY WIFE  ALONG WITH MY CHILDREN, DECIDED LAYING LOW IN AFRICA TO STUDY THE SITUATION TILL WHEN THINGS GETS BETTER,SINCE PRESIDENT TIJJAN KABBA TAKING OVER GOVERNMENT AGAIN IN SIERRA LEONE ONE OF MY  CHATEAUX IN SOUTHERN FRANCE WAS CONFISCATED BY THE FRENCH GOVERNMENT,AND AS SUCH WE HAD TO CHANGE OUR IDENTITY SO THAT OUR INVESTMENT WILL NOT BE TRACED AND CONFISCATED.I HAVE DEPOSITED THE SUM OF THIRTY MILLION,FIVE HUNDRED THOUSAND UNITED STATES DOLLARS(US$30,500,000)WITH A SECURITY COMPANY FOR SAFEKEEPING.THE FUNDS ARE SECURITY CODED TO PREVENT THEM FROM KNOWING THE ACTUAL CONTENTS.WHAT I WANT YOU TO DO NOW IS TO INDICATE YOUR INTEREST THAT YOU WILL ASSIST ME AND MY IMMEDIATE FAMILY BY RECEIVING THE MONEY ON OUR BEHALF. THE ACCOUNT REQUIRED FOR THIS PROJECT CAN EITHER BE PERSONAL,COMPANY OR AN OFFSHORE ACCOUNT THAT YOU HAVE TOTAL CONTROL OVER,YOUR AREA OF SPECIALISATION WILL NOT BE A HINDERANCE TO THE SUCCESSFUL EXECUTION OF THIS TRANSACTION.ACKOWLEDGE THIS MESSAGE,SO THAT I CAN INTRODUCE YOU TO MY FAMILY AS OUR FOREIGN TRUSTED PARTNER WHO SHALL TAKE CHARGE OF OUR INVESTMENT ABROAD WHERE WE NOW PLAN TO SETTLE.I WANT YOU TO ASSIST US IN INVESTING THIS MONEY,BUT I WILL NOT WANT OUR IDENTITY REVEALED.I WILL ALSO WANT TO BUY PROPERTIES AND STOCKS IN MULTI-NATIONAL COMPANIES AND TO ENGAGE IN OTHER SAFE AND NON SPECULATIVE INVESTMENTS.WE HAVE BEEN THROUGH A LOT OF HEALTH AND SPIRITUAL TURMOIL,HENCE WILL NEED YOUR UNDERSTANDING AND ASSISTANCE.MAY I AT THIS POINT EMPHASIZE THE HIGH LEVEL OF CONFIDENTIALLITY WHICH THIS BUSINESS DEMANDS AND HOPE YOU WILL NOT BETRAY THE TRUST AND CONFIDENCE WHICH WE REPOSE IN YOU.I SHALL PUT YOU IN THE PICTURE OF THIS BUSINESS,I.E TELL YOU WHERE THE FUNDS ARE CURRENTLY BEING MAINTAINED AND ALSO DISCUSS OTHER MODALITIES INCLUDING REMUNERATION FOR YOUR SERVICES.I SHALL INFORM YOU WITH  THE NEXT LINE OF ACTION AS SOON AS I RECEIVE YOUR POSITIVE RESPONSE. IS THIS PROPOSITION ATTAINABLE?IF IT IS,PLEASE KINDLY FURNISH ME IMMEDIATELY BY E-MAIL WITH YOUR DIRECT TELEPHONE AND FAX NUMBERS TO ENHANCE THE CONFIDENTIALLITY WHICH THIS BUSINESS DEMANDS. BEST REGARDSMR.SESAY MASSAQUOE.PSREPLY TO MY PRIVATE EMAIL (semassaq@yehey.com)",1
Slaughter Anne-Marie <SlaughterA@state.gov>Thursday March 11 2010 10:12 AMSullivan Jacob JAMSAnne-Marie SlaughterDirector of Policy PlanningU.S. Department of State(202) 647-2972,0
Yes should be doable. On it.,0
"h_2@yahoo.co.uk</b><br><br><span style=3D""color:green;"">Attention please,=.... <br><br><br>I humbly ask for your assistance to enable me transfer t=he money my late father kept in a bank in (THE TRUST BANK) before he died=, into your nominated account overseas. <br><br><br>My name is Bassey Att=ah, my mother=92s name is Madam Mariam Attah and my late father=92s name =is Chief Omeh Attah,he was a gold and diamond merchant from Ashanti regio=n of Ghana in West Africa. <br><br><br>I am from a polygamous family and =my father has four wives and twenty-four children, am the eighth child an=d my mother is the last wife of my father and he entrusted all his valuab=le documents to her. <br><br><br>Since we are from a polygamous home, aft=er the death of my father, the whole family has been deserted. <br><br><b=r>Now my elder brothers, sisters and their mothers are in search of my fa=ther=92s documents but my mother who is in possession of the documents ha=s refused to disclose the custodian of the documents to them, because the=y are all fighting for themselves and their selfish interest. <br><br><br=>Right now all I want from you is your bank account number where we can i=nstruct the bank to transfer this money to you by telegraphic transfer, w=hich takes about three working days. <br><br><br>We are making this arran=gement in order to avoid the rest of the children and their mothers, beca=use if they find out they will take everything from us. <br><br><br>The o=riginal document of the transaction including the pin code has been couri=ered to them by our family lawyer Barrister Henry mensah.<br><br><br>I am= the next of kin to my father=92s estates, as shown in the legal document=s, please kindly help us to effect this transaction, it is for the mutual= benefit of both parties, you will be entitle to twenty percent of the fu=nds, as the owner of the account, the total amount in the bank is $28 mil=lion dollars. <br><br><br>Please reply immediately with your Bank account= details so that we can forward the information to the bank of ghana to e=",1
=3Ctable border=3D0 width=3D=22100=25=22 cellpadding=3D=228=22  cellpaddi=ng=3D=228=22=3E=3Ctr=3E=3Ctd bgcolor=3D=22=23ffffff=22=3E=3CP=3EFROM THE =DESK OF=3CBR=3EREV DR Homas Ella=3CBR=3ENIGERIA NATIONAL=3CBR=3EPETROLEUM= CORPORATION=3CBR=3E21 VICTORIA ISLAND LAGOS=3C/P=3E=3CP=3E=26nbsp=3B=3CBR=3EATTENTION=3C/P=3E=3CP=3E=26nbsp=3B=26nbsp=3B=26nbsp=3B=26nbsp=3B=26nbsp=3B=26nbsp=3B=26nbs=p=3B=26nbsp=3B=26nbsp=3B=26nbsp=3B=26nbsp=3B=26nbsp=3B=26nbsp=3B=26nbsp=3B==26nbsp=3B=26nbsp=3B=26nbsp=3B=26nbsp=3B=26nbsp=3B=26nbsp=3B=26nbsp=3B=26=nbsp=3B=26nbsp=3B=26nbsp=3B=26nbsp=3B=26nbsp=3B=26nbsp=3B=26nbsp=3B=26nbs=p=3B=26nbsp=3B=26nbsp=3B=26nbsp=3B PERSONAL AND CONFIDENTIAL =3C/P=3E=3CP=3EHaving consulted with my colleagues and based on the information G=athered from the Nigerian Chambers Of Commerce And Industry=2C I have the= privilege to request your assistance to transfer the sum of (15=2C500=2E=000=2E00) FIFITEEN MILLION=2C FIVE HUNDRED THOUSAND UNITED STATES DOLLARS==2C into your accounts=2E The above sum resulted from an over-invoiced co=ntract=2C executed=2C Commissioned and paid for about=26nbsp=3B three yea=rs (3) ago by a foreign=26nbsp=3B contractor=2E=3CBR=3EThis action was ho=wever intentional and since then the fund has been in a suspense account =at The Central Bank Of Nigeria Apex Bank=2E We are now ready to transfer =the fund overseas and that is where you Come in=2E It is important to inf=orm you that as civil servants=2C we are Forbidden to operate a foreign a=ccount=3B that is why we require your=26nbsp=3B assistance=2E =3CBR=3EThe= total sum will be shared as follows=3A 65=25 for us=2C 30=25 for you and= 5=25 for local and international expenses incidental to the transfer=2E=3C=BR=3EThe transfer is risk free on both sides=2E I am an accountant with t=he Nigerian National Petroleum Corporation (NNPC)=2E If you find this=26n=bsp=3B proposal acceptable=2Cwe shall require the following documents=3A(=1) Your banker name and address (2) Your private telephone and fax number=s =3F for confidentiality and easy communication=2E=3CBR=3E(c) Your full =name and address=2E=3CBR=3EAlternatively we will furnish you with an appl=ication form which you will file and apply directly to the Central Bank o=f Nigeria=2C where this money was deposited=2C along with a breakdown exp=laining=2C comprehensively what we require of you=2E The business will ta=ke us=26nbsp=3B (14) working days to accomplish=2E=3CBR=3E=26nbsp=3B=3CBR==3EAwait your urgent response=2E=3CBR=3EYours Sincerely=3CBR=3ERev=2E Dr=2E= THomas Ella=2E=3C/P=3E=3CP=3E=26nbsp=3B=3C/P=3E=3CP=3E=26nbsp=3B=3C/P=3E=3C/td=3E=3C/tr=3E=3C/table=3E=3Cbr=3E=3Cbr=3E=3C=span style=3D=22font-family=3Amonospace=22=3E----------------------------=-------------------------------------------=3C/span=3E=3Cbr=3E=3Cspan sty=le=3D=22font-family=3Averdana=3Bfont-size=3A11px=3B=22=3EYa puedes ganar =con la bolsa sin arriesgar ni un c=E9ntimo=2E Nuevo deposito NARANJA bols=a garantizado de ING Direct=3Cbr=3E=3Ca href=3D=22http=3A//banner=2Eeresm=as=2Ecom/adclick/CID=3D00006385c858344d00000000/site=3DERESMAS/area=3DERE=SMAS=2ECORREO/aamsz=3DPIE=5FWEBMAIL=22 target=3D=22=5Fblank=22=3Ehttp=3A/=/ad=2Edoubleclick=2Enet/clk=3B14721373=3B7829128=3Bm=3Fhttp=3A//www=2Eing=direct=2Ees/track/tracker=2Easp=3Fmedio=3DWANP=26cod=3DDG044=3C/a=3E=3C/s=pan=3E=3Cbr=3E,1
